ecosystem,habitat,notes,trophic_position,organ,species,genus,species1,original_study,name_of_data_extractor,study_number,date_data_extracted,data_from,source,common_name,dha,epa,ala,fa_id,matched_name2,genus_matched,hand_edited_genus,identified_to_genus,kingdom,class,order,family,phylum
Marine,NA,Macrophytes,Producer,NA,Chaetomorpha__sp,Chaetomorpha,,Pereira et al 2012,Lily,2,24_06_20,Columbo et al 2017,NA,Green algae,0,0.85,0,2607,Chaetomorpha,Chaetomorpha,,,Plantae,Ulvophyceae,Cladophorales,Cladophoraceae,NA
Marine,NA,Macrophytes,Producer,NA,Chaetomorpha__sp,Chaetomorpha,,Pereira et al 2012,Lily,2,24_06_20,Columbo et al 2017,NA,Green algae,0,0.85,0,2607,Chaetomorpha,Chaetomorpha,,,Plantae,Ulvophyceae,Cladophorales,Cladophoraceae,NA
Marine,NA,NA,Producer,NA,Chattonella_antiqua,Chattonella,antiqua,Nichols1987,NA,7,NA,Galloway and Winder 2015,NA,NA,2.1,14.1,4.3,2114,Chattonella,Chattonella,,,NA,NA,NA,NA,NA
Terrestrial,NA,NA,Producer,NA,Goosefoot,Goosefoot,NA,Malainey et al 1999 (J Arch Sci),Lily,5,NA,Twining et al 2016,NA,Plant greens,0,0,34.89,3992,Chenopodium,Chenopodium,,,NA,NA,NA,NA,NA
Terrestrial,NA,NA,Producer,NA,Goosefoot,Goosefoot,NA,Malainey et al 1999 (J Arch Sci),Lily,5,NA,Twining et al 2016,NA,Seeds,0,0,16.13,4002,Chenopodium,Chenopodium,,,NA,NA,NA,NA,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium_album,Chenopodium,album,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,Goosefoot,NA,NA,6.3,3617,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium_album,Chenopodium,album,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,Goosefoot,NA,NA,6,3618,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium_hybridum,Chenopodium,hybridum,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,Maple-leaved goosefoot,NA,NA,1.2,3619,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium_polyspermum,Chenopodium,polyspermum,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,Many-seeded goosefoot,NA,NA,0.7,3620,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium_vulvaria,Chenopodium,vulvaria,Bretagnolle et al. 2015,Lily,2,24_06_20,Columbo et al 2017,NA,Stinking goosefoot,NA,NA,5,3621,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium_quinua,Chenopodium,quinua,Dubois et al 2007,Lily,2,24_06_20,Columbo et al 2017,NA,Quinoa,NA,NA,7,3806,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,Terrestrial plants,Producer,NA,Chenopodium__album,Chenopodium,,Guil-Guerrero and Rodriguez-Garcia 1999,Lily,2,24_06_20,Columbo et al 2017,NA,Goosefoot,NA,NA,45.16,3884,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,NA,Chenopodium_album,Chenopodium,album,Lui et al 2002 (J Food Lipids),Lily,5,NA,Twining et al 2016,NA,Plant greens,0,0,64.6,3977,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,NA,Chenopodium_album,Chenopodium,album,Daun and Tkachuk 1976,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: Síçnchez-Mata M., Tardí_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",NA,Lambäó»s-quarters,0,0,6.5,4207,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,NA,Chenopodium_album,Chenopodium,album,Guil et al. 1996,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: Síçnchez-Mata M., Tardí_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",NA,Lambäó»s-quarters,0,0,45,4212,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,NA,Chenopodium_murale,Chenopodium,murale,Guil et al. 1996,Miguel,16,27_11_2019,"Guil-Guerrero J., Torija-Isasa M. (2016) Fatty Acid Profiles of Mediterranean Wild Edible Plants. In: Síçnchez-Mata M., Tardí_o J. (eds) Mediterranean Wild Edible Plants. Springer, New York, NY",NA,Nettleleaf goosefoot,0,0,36,4213,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,seeds,Chenopodium_quinoa,Chenopodium,quinoa,"Tang et al., 2015",Nemiah Ladd,17,NA,NA,NA,Quinoa,NA,NA,8.44,4265,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,seeds,Chenopodium_quinoa,Chenopodium,quinoa,"Tang et al., 2015",Nemiah Ladd,17,NA,NA,NA,Quinoa,NA,NA,7.34,4266,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Terrestrial,NA,NA,Producer,seeds,Chenopodium_quinoa,Chenopodium,quinoa,"Tang et al., 2015",Nemiah Ladd,17,NA,NA,NA,Quinoa,NA,NA,8.51,4267,Chenopodium,Chenopodium,,,Plantae,Magnoliopsida,Caryophyllales,Amaranthaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_sp,Chlamydomonas,sp,Ahlgren1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,29.59750173,199,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_sp,Chlamydomonas,sp,Ahlgren1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,2.400357391,204,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,24.16126436,225,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,24.30108699,226,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,24.9857982,227,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,18.02891632,228,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,26.53098511,229,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,35.84002529,230,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,28.49123679,231,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,24.04030555,232,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,19.64368844,233,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,22.26856892,234,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,20.94497417,237,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,34.38517271,238,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,20.78264632,241,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,31.18354157,242,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,38.91083929,253,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,37.48327081,254,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,59.20051109,255,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,35.74789768,256,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,60.96321486,257,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,68.04041579,258,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,40.60110746,259,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,52.21697298,260,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,39.88982298,261,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,57.83011838,262,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,60.9578903,265,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,41.49423491,266,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,62.94349793,269,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_globosa,Chlamydomonas,globosa,Piepho2012,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,55.4286621,1976,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_sp__ICE_L,Chlamydomonas,sp,De Oliveira et al 1999,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,19.3,28.1,2140,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_sp__ICE_L,Chlamydomonas,sp,De Oliveira et al 1999,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,25.1,28.9,2177,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_sp__ICE_L,Chlamydomonas,sp,De Oliveira et al 1999,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,19.9,27.1,2178,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_sp__ICE_L,Chlamydomonas,sp,De Oliveira et al 1999,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,19,28.3,2179,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_sp__ICE_L,Chlamydomonas,sp,De Oliveira et al 1999,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,18.4,27.7,2180,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_sp__ICE_L,Chlamydomonas,sp,De Oliveira et al 1999,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,19.2,29,2181,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,2.8,2182,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,2.5,2183,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,2.1,2184,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,1.8,2185,Chlamydomonas,Chlamydomonas,,,Plantae,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_homosphaera,Chlorella,homosphaera,Ahlgren1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0.130660462,24.20261321,272,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_homosphaera,Chlorella,homosphaera,Ahlgren1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,7.93E-03,1.469098622,273,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,28.07,274,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,23.48,275,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,26.35,276,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,18.2,277,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,18.86,278,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,20.48,279,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,17.92,280,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,16.3,281,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Chia2013,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,18.04,282,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_minutissima,Chlorella,minutissima,Wacker2002,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,43.88468942,283,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_minutissima,Chlorella,minutissima,Wacker2002,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,93.47,284,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sp__MFD_,Chlorella,sp,Kalacheva et al 2002,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,27.5,456,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Sushchik et al 2001,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,24.6,460,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Sushchik et al 2001,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,14.5,461,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Sushchik et al 2001,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,11.4,462,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Sushchik et al 2003,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,24.6,466,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Sushchik et al 2003,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,14.5,467,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Sushchik et al 2003,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,11.4,468,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sp__MFD_,Chlorella,sp,Kalacheva et al 2002,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,21.6,507,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sp__MFD_,Chlorella,sp,Kalacheva et al 2002,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,1.1,14.6,508,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sp__MFD_,Chlorella,sp,Kalacheva et al 2002,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,18.1,509,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sp__MFD_,Chlorella,sp,Kalacheva et al 2002,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,18.7,510,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sorokiniana,Chlorella,sorokiniana,Pratoomyot et al 2005,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,12,511,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_sorokiniana,Chlorella,sorokiniana,Pratoomyot et al 2005,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,11.5,512,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Pratoomyot et al 2005,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,24.9,513,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_vulgaris,Chlorella,vulgaris,Pratoomyot et al 2005,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,0,18.3,514,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_minutissima,Chlorella,minutissima,Zhu et al 1997,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,44.7,0,515,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Freshwater,NA,NA,Producer,NA,Chlorella_minutissima,Chlorella,minutissima,Zhu et al 1997,Lily,8,3_07_2020,Hixson et al 2016,NA,Chlorophytes,0,20.3,0,516,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Marine,NA,NA,Producer,NA,Chlorella_protothecoides,Chlorella,protothecoides,Dunstan1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,41.5,1994,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Marine,NA,NA,Producer,NA,Chlorella_sp,Chlorella,sp,Dunstan1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,27,1995,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
Marine,NA,NA,Producer,NA,Chlorella_sp,Chlorella,sp,Dunstan1992,NA,7,NA,Galloway and Winder 2015,NA,NA,0,0,32.9,1996,Chlorella,Chlorella,,,Plantae,Trebouxiophyceae,Chlorellales,Oocystaceae,NA
