,sample,habitat,X,batch,weight..g.,sex,total.length..mm.,dC,dN,tr_posit,Zooplankton.diet..from.MixSIA.,DFA.scores..littoral....pelagic.,age.gr,age,group,condition,last.year.gowth.g.lnL2.lnL1,X14.00,i.15.0,ai.15.0,X15.00,i.16.0,ai.16.0,X16.00,X16.01,X16.1n.9,X16.1n.7,X16.1n.5,i.17.0,ai.17.0,X17.00,X17.01,X18.00,X18.1n,X18.1n.9,X18.1n.7,X18.1n.5,X18.2n.6,X19.00,X18.3n.6,X18.3n.3..ALA.,X18.4n.3..SDA.,X20.00,X20.1n.9,X20.2n.6,X20.4n.6..ARA.,X20.3n.3,X20.4n.3,X20.5n.3..EPA.,X22.00,X22.4n.6,X22.5n.6,X22.5n.3..DPA.,X22.6n.3..DHA.,X24.1n.9,sumPUFAS,w3,w6,w3.w6,sumMUFAS,pelagic.diet.over..benthic.pelagic.,piscivory,lines.LP,lines.LL,Lines.P,Lines.pisc,cluster2,hab_age,hab_age.num,cluster3,X.4,X.5,wrong.clasif,X.2,L1,L2,L3,L4,L5,L6,X.1,L.t.,hab_age.num2,cla,cla.sd,cop,cop.sd,kcluster_hab.num,finalcluster.n,final.cluster,bg,fish,litt,pel,fish.sd,lit.sd,pel.sd,epa.ara,dha.ara,bact,SAFA,percfish,perclitt,percpel
29,L29,littoral,NA,b8,17.1,,120,-27.38,11.36,3.428192,0.768,0.05102819,2,2,LP,0.9895833,0.3084957,1.4987972,0.53072326,0.328907441,0.4569098,0.33809132,0.12808924,19.91159,0.349708,0.6084777,3.132021,0.4686209,0.4294021,0.15023897,0.8797356,0.3199907,5.974394,0.059777854,5.452316,3.142846,0.04663151,2.315848,0.10800398,0.17270923,3.8459547,2.2362487,0.18193676,0.09435403,0.116316439,7.156751,0.14194088,0.4762379,14.578798,0.10721699,0.415922,1.4981875,1.875471,19.80642,0.6644185,54.63681,42.96107,11.675734,3.679518,13.674744,0.567,non-piscivorous,1,NA,NA,NA,3,littoral 2,17,2,NA,NA,,,72.22,88.15,NA,NA,NA,NA,NA,NA,17,0.361,0.201,0.275,0.181,blue,blue,LP,NA,0.249,0.116,0.636,0.18,0.115,0.27048475,2.037069335,2.767515595,3.350101711,29.11858433,24.9,11.6,63.6
30,L30,littoral,NA,b8,19.54,,120,-27.76,10.84,3.27504,0.777,1.32527238,2,2,LP,1.130787,0.26685984,1.2665703,0.41740549,0.22028271,0.4173513,0.35662512,0.10019834,20.57347,0.3314588,0.5779857,2.506596,0.4836065,0.3972654,0.14158703,0.8447562,0.2661234,6.173953,0.03250981,5.372454,3.049633,0.02835478,2.343749,0.07906062,0.12822892,3.509657,2.0704486,0.11324642,0.06019949,0.153866414,7.586153,0.13953498,0.5218904,15.449031,0.11163205,0.4894245,1.6148258,2.14397,19.24338,0.6835102,55.39416,43.07791,12.316247,3.497649,12.708921,0.594,non-piscivorous,1,NA,NA,NA,3,littoral 2,17,2,NA,NA,,,63.79,91.89,NA,NA,NA,NA,NA,NA,17,0.442,0.215,0.264,0.18,blue,blue,LP,NA,0.189,0.105,0.706,0.15,0.106,0.280401498,2.036477646,2.536645385,2.97453221,29.58003989,18.9,10.5,70.6
31,L31,littoral,NA,b8,21.61,,131,-25.76,11.35,3.426705,0.084,-0.88872358,2,2,LL,0.96126,0.22776647,0.7031257,0.17466165,0.072252882,0.4549828,0.52272982,0.08393132,20.07872,0.2007916,0.3601755,2.221073,0.5149213,0.3605794,0.13992796,0.874673,0.2626035,7.455532,0.051978936,4.193251,4.023574,0.03322302,2.533969,0.17423082,0.12380787,2.2411715,0.7366164,0.18943679,0.09774466,0.058856735,10.295006,0.10218262,0.2232931,14.896847,0.11174099,0.5993491,1.5844946,3.335418,18.82801,1.0851175,55.55902,40.36354,15.195483,2.656285,11.959337,0.289,non-piscivorous,NA,1,NA,NA,2,littoral 2,17,1,NA,NA,,,73.19,104.32,NA,NA,NA,NA,NA,NA,17,0.173,0.144,0.12,0.122,green3,black,Pisc,1,0.374,0.333,0.293,0.224,0.191,0.188732615,1.446997408,1.828848861,2.857969652,30.0424421,37.4,33.3,29.3
32,L32,littoral,NA,b8,14.29,,109,-27.84,10.97,3.315549,0.78,-3.19928804,1,1,LP,1.1034502,0.36549282,1.2794136,0.44727476,0.264423319,0.4073706,0.32918701,0.12090635,20.05703,0.3066147,0.5653888,2.491294,0.3987434,0.4826271,0.17280651,0.9458619,0.2764099,6.418578,0.058891842,5.540784,3.149386,0.04187362,2.359792,0.10896836,0.16010772,3.5844435,2.0978962,0.1553989,0.09763005,0.17236991,6.750109,0.1342974,0.4648837,14.413251,0.11519502,0.3964949,1.9228351,1.572182,21.00906,0.7302255,55.03772,43.27601,11.761708,3.679399,12.927016,0.6,non-piscivorous,1,NA,NA,NA,3,littoral 1,19,2,NA,NA,,,75.63,NA,NA,NA,NA,NA,NA,NA,19,0.415,0.188,0.283,0.165,blue,blue,LP,NA,0.195,0.107,0.698,0.138,0.094,0.250137962,2.135261964,3.112403074,3.279425909,29.48781638,19.5,10.7,69.8
33,L33,littoral,NA,b7,19.35,,117,-24.74,10.65,3.220576,0.201,-0.81969149,2,2,LL,1.208157,0.21198144,0.5376439,0.11402602,0.023838782,0.4114591,0.4098167,0.04685471,20.68764,0.1583567,0.2970005,2.75036,0.5431724,0.171591,0.07669322,0.9251503,0.3092637,7.650508,0.043912852,3.803732,5.241603,0.04002842,2.047089,0.31742699,0.1394265,2.0656026,0.4167226,0.12580896,0.06648149,0.079048533,7.208635,0.07868205,0.19762,18.478716,0.13348066,0.4376098,0.7577475,3.791033,18.87905,0.5371714,54.57698,43.90743,10.669557,4.115206,13.253911,0.362,non-piscivorous,NA,1,NA,NA,1,littoral 2,17,1,NA,NA,,,65.24,94.65,NA,NA,NA,NA,NA,NA,17,0.16,0.138,0.08,0.086,green3,green3,LB,NA,0.294,0.466,0.24,0.21,0.213,0.162603813,2.563414017,2.618949357,2.496856822,30.78911791,29.4,46.6,24
34,L34,littoral,NA,b7,10.54,,103,-27.69,11.04,3.335505,0.77,-0.67599359,1,1,LP,0.9645593,0.43888134,0.9853393,0.41948675,0.198920755,0.4109656,0.38768076,0.13961665,19.35296,0.3367798,0.5124092,2.43064,0.4303676,0.5215262,0.19393451,0.8976987,0.2696625,6.716179,0.045857408,5.096971,3.430601,0.04531886,2.136152,0.12489492,0.15878942,2.7801095,1.3520229,0.13997175,0.105446,0.217949668,6.940085,0.1115489,0.3533,12.567928,0.11614737,0.4562126,2.3070541,1.814937,24.67461,0.8199317,55.8707,43.65445,12.216243,3.573476,12.704054,0.589,non-piscivorous,1,NA,NA,NA,3,littoral 1,19,2,NA,NA,,,66.41,NA,NA,NA,NA,NA,NA,NA,19,0.404,0.19,0.277,0.161,blue,blue,LP,NA,0.208,0.111,0.681,0.147,0.097,0.249040157,1.810918454,3.555375763,3.294724845,28.74415664,20.8,11.1,68.1
35,L35,littoral,NA,b7,11.9,,104,-27.92,10.81,3.267409,0.774,-1.00976279,1,1,LP,1.0579057,0.35059457,1.2790198,0.47137361,0.274942957,0.4317926,0.33933434,0.13065746,19.3307,0.350496,0.5903112,2.902938,0.4503868,0.4875048,0.17088925,0.9081541,0.2401552,6.237632,0.040610098,5.68829,3.287433,0.0453991,2.620775,0.09646321,0.170156,3.7810644,2.0930668,0.1145531,0.09275307,0.187952168,7.268976,0.12781918,0.4758926,13.933441,0.08305309,0.4576066,2.0698894,1.725847,20.38312,0.6595525,55.2956,42.52025,12.775355,3.328302,13.688773,0.604,non-piscivorous,1,NA,NA,NA,3,littoral 1,19,2,NA,NA,,,73.24,NA,NA,NA,NA,NA,NA,NA,19,0.439,0.19,0.277,0.163,blue,blue,LP,NA,0.182,0.102,0.716,0.132,0.092,0.250337772,1.916836842,2.804125368,3.311112327,28.4813679,18.2,10.2,71.6
36,L36,littoral,NA,b11,1.54,,54,-26.83,9.56,2.899967,0.412,-2.71489897,0,0,YOY,0.9780013,3.98898405,0.9434724,0.55371042,0.253180898,0.3886215,0.10462004,0.15056317,19.93579,0.3135982,0.5133291,3.007454,0.3799745,0.7519748,0.22290437,1.0816473,0.2754281,6.202676,0.029241148,5.182321,4.176256,0.01808439,2.384948,0.06696299,0.13426881,3.1338581,1.6148347,0.12313498,0.07136972,0.481031817,6.87958,0.07873745,0.3275836,13.728169,0.09285948,0.470579,2.4103658,2.068811,20.95005,0.4980058,54.66282,41.90205,12.760773,3.28366,13.967056,0.719,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.65,0.107,0.081,0.059,blue,blue,LP,NA,0.086,0.183,0.731,0.069,0.092,0.122188379,1.995495219,3.045251309,3.574185488,28.83516465,8.6,18.3,73.1
37,L37R,littoral,NA,b11,1.24,,53,-26.46,9.63,2.920692,0.36,-4.41784026,0,0,YOY,0.8329023,3.97029191,1.0664713,0.44576754,0.143961103,0.3515138,0.30818771,0.12195776,20.04739,0.2314463,0.393509,3.269134,0.3055173,0.6208351,0.13833876,1.104676,0.2076213,6.341126,0.009341863,4.676941,3.895559,0.02783111,2.370881,0.04414647,0.10324873,3.2204306,1.5216843,0.10537776,0.02611318,0.314636959,5.49594,0.08405778,0.296804,13.264571,0.07801693,0.387809,2.1547,1.645453,24.94295,0.2360508,55.80317,44.97595,10.827216,4.153972,13.043014,0.68,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.617,0.179,0.081,0.081,blue,blue,LP,NA,0.095,0.208,0.698,0.1,0.148,0.196473917,2.4135218,4.538432006,3.279384243,29.13871826,9.5,20.8,69.8
38,L38,littoral,NA,b11,1.47,,55,-26.49,9.19,2.790905,0.369,-3.67679588,0,0,YOY,0.8835462,4.00733319,1.0234059,0.65139065,0.310276473,0.4450803,0.28676925,0.17154006,19.03287,0.3052034,0.452258,3.486597,0.4219308,0.7969103,0.25800869,1.2377959,0.2337542,6.623364,0.057485389,4.813907,4.265392,0.02532938,2.486381,0.09171306,0.18491426,3.5060512,1.6945986,0.15482796,0.10782887,0.565254755,6.183081,0.12126612,0.385882,13.023344,0.13060258,0.3800674,2.1282623,1.699422,21.83528,0.4219537,54.19381,42.26585,11.927961,3.543426,14.169686,0.747,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.663,0.169,0.067,0.069,blue,blue,LP,NA,0.079,0.191,0.73,0.089,0.139,0.182543146,2.106287141,3.531456243,4.249484683,28.7396597,7.9,19.1,73
39,L39,littoral,NA,b11,1.7,,57,-26.64,9.31,2.827862,0.386,-0.732996,0,0,YOY,0.9179613,4.04305127,0.9839534,0.49214915,0.23582806,0.3587117,0.30643535,0.14433469,19.48016,0.2953558,0.4561111,2.971561,0.3493224,0.7404856,0.23036439,1.1855317,0.2497669,6.354879,0.051525842,4.792921,3.851473,0.01951657,2.494193,0.10785593,0.21965443,3.4301652,1.7225471,0.18027991,0.13465583,0.562555807,5.879052,0.13300553,0.3671416,13.791681,0.10324847,0.3260463,2.17745,1.806523,22.45943,0.554131,55.36944,43.71049,11.658951,3.749093,13.17221,0.739,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.657,0.165,0.073,0.074,blue,blue,LP,NA,0.082,0.187,0.73,0.089,0.136,0.180834178,2.345902196,3.82024687,3.80169657,28.75462011,8.2,18.7,73
40,L40,littoral,NA,b11,1.87,,60,-27.23,10.05,3.045034,0.451,-1.44318507,0,0,YOY,0.8657407,4.09434456,0.7871127,0.34864519,0.14884941,0.3359931,0.35643383,0.12035239,19.10483,0.2772275,0.4276375,2.370144,0.3853525,0.6055726,0.1976193,1.0501935,0.2151231,6.750565,0.063467957,4.748743,3.654446,0.03046499,2.333329,0.11345159,0.17981847,2.7659703,1.2267143,0.17665487,0.11288295,0.429784938,6.279346,0.11484413,0.3348573,12.209043,0.08849641,0.3409463,2.8830977,1.799078,26.01609,0.6168231,56.91292,44.4666,12.446322,3.57267,12.285489,0.683,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.626,0.179,0.111,0.109,blue,blue,LP,NA,0.102,0.161,0.737,0.105,0.119,0.209575762,1.944317609,4.143120956,3.27711091,28.40729717,10.2,16.1,73.7
41,L41,littoral,NA,b11,1.69,,57,-26.95,9.07,2.756104,0.429,-2.23261183,0,0,YOY,0.9125615,4.04305127,0.8453493,0.59110683,0.287942686,0.407555,0.30992874,0.15100878,19.22297,0.3254105,0.4970866,3.100607,0.4201049,0.7342531,0.23377158,1.0805157,0.2349141,6.283329,0.039177157,5.35734,4.173846,0.01897412,2.596266,0.08879123,0.14569252,3.4791014,1.56969,0.15579563,0.08624273,0.618945048,7.383556,0.08839188,0.3663957,14.212234,0.10759009,0.3973657,2.5404952,1.968147,19.46074,0.4193686,54.82702,41.1447,13.682321,3.007144,14.253703,0.791,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.702,0.156,0.069,0.07,blue,blue,LP,NA,0.07,0.159,0.771,0.08,0.123,0.170985379,1.92484949,2.635686653,3.884873646,28.19189595,7,15.9,77.1
42,L42,littoral,NA,b12,1.81,,58,-26.96,9.14,2.776755,0.43,-2.59294596,0,0,YOY,0.9276723,4.06044301,1.3985851,0.91774024,0.48946788,0.429,0.3146728,0.20451644,18.88379,0.3714382,0.6826134,3.780009,0.4191028,0.8855652,0.2991665,1.1060861,0.2941636,5.798287,0.072003037,5.393124,4.123157,0.03336239,2.882659,0.0910231,0.19574884,4.810319,2.834015,0.16985056,0.14434427,0.446331511,5.893389,0.14231699,0.543301,12.544607,0.13178461,0.4304675,2.1118705,1.736449,18.49617,0.4995045,53.06765,41.10718,11.960466,3.436921,15.313318,0.783,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.695,0.156,0.07,0.072,blue,blue,LP,NA,0.074,0.161,0.765,0.082,0.125,0.171813853,2.128589679,3.13846074,4.73723826,28.00840647,7.4,16.1,76.5
43,L43,littoral,NA,b12,1.58,,53,-27.02,9.8,2.971206,0.435,-2.58304132,0,0,YOY,1.0612788,3.97029191,1.0213445,0.61397257,0.290551169,0.4053552,0.09256768,0.1742276,19.46983,0.3276902,0.5595433,2.896569,0.3337617,0.7762596,0.24434552,1.154457,0.2466962,6.314324,0.055246816,5.187854,3.915602,0.01725318,2.323386,0.13493726,0.14980152,3.5438387,1.785006,0.1545649,0.11341428,0.481206658,6.188267,0.11322922,0.445511,12.997764,0.10205333,0.3622714,2.1976506,1.743507,22.53262,0.5335182,54.86406,43.16147,11.702583,3.6882,13.653632,0.698,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.634,0.174,0.097,0.095,blue,blue,LP,NA,0.095,0.174,0.731,0.098,0.129,0.198244798,2.100388364,3.641184196,3.886673599,28.75686619,9.5,17.4,73.1
44,L44,littoral,NA,b12,1.63,,58,-26.8,9.67,2.932583,0.409,-2.41606785,0,0,YOY,0.8354176,4.06044301,0.8257874,0.5160105,0.19211796,0.3787432,0.27137921,0.12828191,19.71977,0.2715899,0.3919904,2.774057,0.3590963,0.6755517,0.12795696,1.0588583,0.1393104,6.405403,0,4.304353,3.876576,0.02869447,2.219491,0.05438987,0.05100653,2.8564872,1.407601,0.08248642,0.02704698,0.584833245,6.216959,0,0.2844951,12.770056,0,0.3599359,2.6207741,1.540137,26.12575,0.3530185,57.03753,44.98453,12.053,3.732227,12.172714,0.696,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.638,0.174,0.088,0.086,blue,blue,LP,NA,0.093,0.182,0.726,0.098,0.134,0.194092761,2.054067913,4.202335901,3.40328961,28.52543819,9.3,18.2,72.6
45,L45,littoral,NA,b12,1.46,,56,-27.03,9.48,2.877604,0.439,-3.19300313,0,0,YOY,0.8313593,4.02535169,0.8125249,0.4711793,0.220315401,0.3955932,0.31217035,0.15420765,19.36518,0.3355715,0.5031812,2.588866,0.4088864,0.698835,0.21590479,1.0551662,0.2273592,6.449892,0.053624276,5.370519,4.081718,0.02965893,2.163322,0.12903931,0.14415956,3.0149209,1.4128006,0.1990305,0.07672255,0.671443138,7.224826,0.09663151,0.4017351,14.753463,0.09790446,0.5110616,2.2778917,2.03935,20.59198,0.4433612,55.30359,42.31088,12.992704,3.256511,13.676107,0.739,non-piscivorous,1,1,1,NA,3,littoral 0,18,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,18,0.667,0.166,0.085,0.087,blue,blue,LP,NA,0.082,0.166,0.752,0.091,0.123,0.187416648,2.042050978,2.850169679,3.652411201,28.50433057,8.2,16.6,75.2
46,L46,littoral,NA,b12,22.1,,129,-24.83,11.72,3.535289,0.658,-0.84242353,2,2,LL,1.0294924,0.23898875,0.6912427,0.17549397,0.046242703,0.442516,0.41994948,0.08445075,19.60651,0.166795,0.3636495,3.081601,0.5380901,0.2604191,0.14867028,0.8656209,0.3351631,7.353438,0.077652239,4.416132,4.852885,0.04745847,2.517621,0.21407609,0.14538383,1.9048606,0.4014111,0.18049676,0.09055989,0.093906137,9.019777,0.0961173,0.20634,16.624568,0.1009654,0.5321325,1.1488026,2.675778,19.48955,0.5836703,54.85625,41.39863,13.457623,3.076221,13.969986,0.366,non-piscivorous,NA,1,NA,NA,2,littoral 2,17,1,NA,NA,,,61.17,101.58,NA,NA,NA,NA,NA,NA,17,0.123,0.108,0.087,0.094,green3,black,Pisc,1,0.411,0.379,0.21,0.227,0.206,0.143178211,1.843124059,2.160757411,2.657439273,29.45486585,41.1,37.9,21
47,L47G,littoral,NA,b10,34.25,,148,-26.48,11.9,3.587598,0.48,-1.03191339,3,3,LL,1.0565144,0.0906192,0.5363153,0.12463108,0.039082266,0.3516007,0.50168463,0.07784868,20.3109,0.2094988,0.3897118,1.715853,0.4250762,0.3167066,0.08287037,0.6665586,0.1910308,7.351626,0.032876735,3.900307,3.058824,0.03540333,1.543411,0.14387678,0.0828881,1.238142,0.4262664,0.13102218,0.09232504,0.110574445,8.978176,0.09838779,0.2116083,13.137827,0.06682377,0.4607326,1.796262,3.087451,27.2036,0.872219,58.37533,45.40329,12.972044,3.500087,10.050907,0.373,piscivorous,1,1,NA,1,2,littoral 3,15,NA,NA,NA,,,67.86,103.12,135.18,NA,NA,NA,NA,NA,15,0.23,0.163,0.214,0.159,blue,black,Pisc,1,0.414,0.142,0.444,0.215,0.143,0.227705951,1.463306912,3.029969562,2.304859706,29.55872333,41.4,14.2,44.4
48,L48G,littoral,NA,b10,38.6,,150,-26.76,12.3,3.707269,0.537,-1.71300616,3,3,LL,1.1437037,0.13604104,0.580157,0.09087648,0.021301692,0.2762739,0.44380215,0.06166227,21.36877,0.1596943,0.4346757,2.497651,0.4106012,0.2669567,0.09319796,0.5225814,0.2118097,7.167169,0.040591803,4.90856,3.029442,0.04525946,1.640533,0.12215341,0.09163859,0.9317571,0.3163374,0.13127792,0.13884644,0.069083471,8.154605,0.08144421,0.180309,11.104483,0.06083194,0.5075109,2.2009386,2.19953,28.50448,0.9332056,55.98265,43.31834,12.66431,3.420505,11.87713,0.335,piscivorous,1,1,NA,1,2,littoral 3,15,NA,NA,NA,,,57.78,83.22,130.92,NA,NA,NA,NA,NA,15,0.202,0.154,0.239,0.176,blue,black,Pisc,1,0.438,0.12,0.441,0.215,0.122,0.233863208,1.361743825,3.49550714,1.898805962,30.22921457,43.8,12,44.1
49,L49G,littoral,NA,b10,40.06,,156,-24.93,12,3.616999,0.247,-2.11790735,3,3,LL,1.0552058,0.14335068,0.5106418,0.0739966,0.013383738,0.2665652,0.65337322,0.07550719,20.24686,0.1515706,0.311435,3.889277,0.5272046,0.1995072,0.08139653,0.7546964,0.2150661,7.202494,0.090026216,4.784064,3.919994,0.06092202,2.163663,0.14419252,0.18176969,0.8584911,0.2785488,0.12694347,0.15073688,0.044921713,8.399713,0.0870612,0.1597056,14.598468,0.0934357,0.5763527,1.3387052,3.714419,22.3056,0.7492873,54.70742,42.0023,12.705126,3.305933,14.100296,0.26,piscivorous,1,1,NA,1,2,littoral 3,15,NA,NA,NA,,,67.86,104.72,135.17,NA,NA,NA,NA,NA,15,0.114,0.087,0.099,0.082,green3,black,Pisc,1,0.441,0.345,0.213,0.161,0.145,0.119553335,1.737972238,2.655519302,2.262618598,29.34582909,44.1,34.5,21.3
50,L50,littoral,NA,b10,43.03,,156,-25.94,10.48,3.169615,0.371,-1.33255001,3,3,LL,1.1334374,0.16997218,0.5160621,0.05404916,0.009912708,0.3262205,1.40634204,0.11867139,19.87503,0.1881598,0.2981714,1.816245,0.3344449,0.433418,0.18065749,0.6636878,0.171212,7.365506,0.399089497,3.525799,2.81749,0.05900417,1.657292,0.12918339,0.1016053,0.7604041,0.1237788,0.10953744,0.1317824,0.063511449,12.337471,0.22368428,0.1449966,14.993361,0.05103091,1.0368124,1.6765812,4.990645,20.39188,0.5172684,58.50203,41.62875,16.873273,2.467142,9.741398,0.517,non-piscivorous,1,1,NA,NA,2,littoral 3,15,NA,NA,NA,,,66.08,107.23,131.62,NA,NA,NA,NA,NA,15,0.226,0.187,0.121,0.116,green3,black,Pisc,1,0.319,0.333,0.347,0.213,0.195,0.220056811,1.215270212,1.65284117,3.322142478,29.03625814,31.9,33.3,34.7
51,L51,littoral,NA,b10,77.93,,192,-25.13,12.42,3.742126,0.505,-3.55546174,> 3,4,Lold,1.1010347,0.12132764,0.5234393,0.0956321,0.020273266,0.3142659,0.61623006,0.10634446,19.99874,0.1565805,0.4838288,3.27635,0.3642765,0.3702972,0.230684,0.6006007,0.2714998,7.285735,0.11387736,5.327356,3.63926,0.05252124,2.222381,0.20080767,0.13250585,0.8634492,0.1782819,0.14061383,0.18088167,0.057099757,8.586947,0.13055884,0.1268513,9.883187,0.06926771,0.649289,1.8621807,2.809872,27.34427,0.7137639,54.84687,41.33647,13.510403,3.059603,13.866431,0.228,piscivorous,NA,NA,1,1,2,littoral 4,25,NA,NA,NA,,,70.35,110.23,130.18,170.06,NA,NA,NA,NA,4,0.086,0.098,0.098,0.11,green3,black,Pisc,1,0.525,0.291,0.184,0.235,0.197,0.147322775,1.150954699,3.184399531,2.555135356,29.13347011,52.5,29.1,18.4
52,L52,littoral,NA,b2,247.2,,259,-22.83,12.75,3.837496,0.391,1.25815677,> 3,6,Lold,1.4228174,0.08598729,0.725875,0.09084646,0.017442483,0.2483503,0.42762254,0.09899558,21.85038,0.1206961,0.5694565,5.128351,0.228414,0.3911778,0.25916239,0.6378771,0.2752671,6.37907,0.16363866,7.107207,3.151116,0.06874989,2.190671,0.19548609,0.15212865,0.9215341,0.2126669,0.16971305,0.35770532,0.008845045,8.124334,0.15813165,0.1517253,10.842626,0.0827934,0.8781941,1.8860564,3.159513,21.9633,0.6048806,50.64972,37.40949,13.240229,2.825442,17.170602,0.124,piscivorous,NA,NA,NA,1,2,littoral 6,25,NA,NA,NA,,,71.68,104.88,116.73,152.3,202.09,237.66,NA,NA,8,0.04,0.048,0.035,0.046,green3,black,Pisc,1,0.517,0.408,0.075,0.265,0.258,0.066483081,1.334586441,2.70339698,2.366960743,30.28954494,51.7,40.8,7.5
53,L53,littoral,NA,b2,109,,193,-23.52,11.68,3.522503,0.304,0.49645462,> 3,4,Lold,1.5161933,0.12407794,0.9010167,0.1378326,0.032084183,0.3033347,0.66868014,0.1237497,21.925,0.1570401,0.5072617,5.361636,0.3346986,0.4749648,0.33150601,0.7348253,0.3495093,6.491425,0.204947081,7.535619,3.343156,0.10291255,2.599992,0.20767152,0.19619828,1.153662,0.2905116,0.16688441,0.34858633,0.053599563,8.737467,0.19331739,0.1624091,11.963243,0.12169558,0.8568595,1.579697,3.263425,17.43583,0.64775,48.48621,34.4624,14.023813,2.45742,18.245366,0.201,piscivorous,NA,NA,1,1,2,littoral 4,25,NA,NA,NA,,,92.68,115.2,152.05,170.48,NA,NA,NA,NA,4,0.067,0.076,0.06,0.069,green3,black,Pisc,1,0.426,0.448,0.127,0.252,0.239,0.10264989,1.369188919,1.995524561,3.014648953,30.85185321,42.6,44.8,12.7
54,L54,littoral,NA,b2,106.4,,212,-24.11,11.76,3.547004,0.335,-2.11888815,> 3,5,Lold,1.1166936,0.09026915,0.6559047,0.08290068,0.016284258,0.2700225,0.80559162,0.09708894,21.75332,0.1634567,0.5177712,3.979609,0.2901502,0.3531626,0.24034094,0.5155776,0.2805787,6.746881,0.135431335,7.083792,2.99655,0.06054131,2.46192,0.1844428,0.1295702,0.9113558,0.1747401,0.17995172,0.29446079,0,8.874934,0.14704949,0.1281119,10.278033,0.09638189,0.8509892,2.0939621,2.831537,22.53872,0.7788872,51.42092,37.00954,14.411375,2.568079,15.802341,0.232,piscivorous,NA,NA,NA,1,2,littoral 5,25,NA,NA,NA,,,67.64,116.44,151,177.44,193.7,NA,NA,NA,3,0.078,0.089,0.068,0.078,green3,black,Pisc,1,0.493,0.36,0.146,0.253,0.234,0.118342723,1.158096838,2.53959297,2.565411938,30.40248221,49.3,36,14.6
55,L55,littoral,NA,b2,130.59,,224,-25.24,13.19,3.967985,0.472,1.06228061,> 3,5,Lold,1.1618923,0.23116362,0.8993348,0.10240265,0.027201084,0.2851805,0.44457337,0.10007961,21.72492,0.1597706,0.6250057,4.742694,0.2688394,0.3951601,0.28606735,0.5966793,0.3075932,6.524718,0.0818384,7.709634,3.062987,0.04869011,1.907972,0.15978554,0.11118986,0.983553,0.2611637,0.17882912,0.35635625,0.047990356,7.625916,0.1317915,0.1297481,8.546413,0.07295169,0.5895875,2.2172652,2.111288,25.25516,0.9196638,49.91904,37.41912,12.499921,2.993549,17.363409,0.165,piscivorous,NA,NA,NA,1,2,littoral 5,25,NA,NA,NA,,,67.33,93.01,118.7,154.65,177.77,NA,NA,NA,3,0.073,0.085,0.091,0.105,green3,black,Pisc,1,0.63,0.205,0.164,0.21,0.157,0.135092561,1.120706417,3.311754286,2.397129504,30.44239895,63,20.5,16.4
56,L56,littoral,NA,b2,173.09,,240,-22.68,12.35,3.721203,0.371,-0.15675444,> 3,6,Lold,1.2520978,0.22257288,0.9387157,0.17771173,0.045465114,0.3271186,0.37870416,0.14108577,20.56239,0.139413,0.5116594,7.669702,0.3123644,0.4582689,0.36727793,1.0168581,0.410708,5.736531,0.169332448,9.188065,4.190259,0.07401293,3.267986,0.2072102,0.20503114,1.6201709,0.3917007,0.15548995,0.3509953,0,7.334703,0.16813817,0.1357082,10.746346,0.09761395,0.8271667,1.2495924,3.240399,16.58422,0.6018806,45.77116,32.88668,12.884479,2.552426,23.016511,0.133,piscivorous,NA,NA,NA,1,2,littoral 6,25,NA,NA,NA,,,65.2,93.93,120.27,141.82,168.16,192.11,NA,NA,8,0.04,0.05,0.037,0.05,green3,black,Pisc,1,0.468,0.455,0.077,0.267,0.261,0.070710678,1.465137171,2.261062241,3.119700504,29.0419275,46.8,45.5,7.7
